"list_name","name","label"
"MPA_CAN",676,"DAMAXYAA CONSERVANCY - 555557364"
"MPA_CAN",677,"DAWLEY PASSAGE PARK - 99806"
"MPA_CAN",678,"DESOLATION SOUND MARINE PARK - 18499"
"MPA_CAN",679,"DIXIE COVE MARINE PARK - 101688"
"MPA_CAN",680,"DRUMBEG PARK - 65172"
"MPA_CAN",681,"DUKE OF EDINBURGH (PINE/STORM/TREE ISLETS) ECOLOGICAL RESERVE - 555704851"
"MPA_CAN",682,"DUU GUUSD CONSERVANCY - 555704857"
"MPA_CAN",683,"DZAWADI/KLINAKLINI ESTUARY CONSERVANCY - 555516230"
"MPA_CAN",684,"Davis Strait Conservation Area - 555651688"
"MPA_CAN",685,"Deadman's Bay Provincial Park - 65587"
"MPA_CAN",686,"Dewey Soper Migratory Bird Sanctuary - 18703"
"MPA_CAN",687,"Disko Fan Conservation Area (portion closed to all bottom-contact fishing) - 555651690"
"MPA_CAN",688,"Division 3O Coral closure - 555651686"
"MPA_CAN",689,"Dungeon Provincial Park - 65589"
"MPA_CAN",690,"EAGLE BAY PARK - 555516158"
"MPA_CAN",691,"ECHO BAY MARINE PARK - 555757963"
"MPA_CAN",692,"ECSTALL-SPOKSUUT CONSERVANCY - 555516377"
"MPA_CAN",693,"EPPER PASSAGE PARK - 101640"
"MPA_CAN",694,"East of Anticosti Island Sponge Conservation Area - 555651682"
"MPA_CAN",695,"Eastern Canyons Conservation Area - 555757962"
"MPA_CAN",696,"Eastern Gulf of St. Lawrence Coral Conservation Area - 555651712"
"MPA_CAN",697,"Eastern Honguedo Strait Coral and Sponge Conservation Area - 555651715"
"MPA_CAN",698,"Eastern Shore Islands Wildlife Management Area - 555785705"
"MPA_CAN",699,"Eastport - Duck Island Marine Protected Area - 555512142"
"MPA_CAN",700,"Eastport - Round Island Marine Protected Area - 555637767"
"MPA_CAN",701,"Ellens Creek Estuary Natural Area and Wildlife Management Area - 67141"
"MPA_CAN",702,"Emerald Basin Sponge Conservation Area - 555651692"
"MPA_CAN",703,"Endeavour Hydrothermal Vents Marine Protected Area - 305219"
"MPA_CAN",704,"FIORDLAND CONSERVANCY - 18638"
"MPA_CAN",705,"FLORES ISLAND PARK - 99829"
"MPA_CAN",706,"FOCH-GILTTOYEES PARK - 555516355"
"MPA_CAN",707,"FOCH-GILTTOYEES PROTECTED AREA - 555516396"
"MPA_CAN",708,"FORWARD HARBOUR/YEXEWEYEM CONSERVANCY - 555516224"
"MPA_CAN",709,"FRANCIS POINT ECOLOGICAL RESERVE - 555516353"
"MPA_CAN",710,"FRANCIS POINT PARK - 555516352"
"MPA_CAN",711,"Falaises fossilifères de Joggins - 903133"
"MPA_CAN",712,"Farley's Ark Conservation Lands - 555695851"
"MPA_CAN",713,"Fourchu Coast Wilderness Area - 555784256"
"MPA_CAN",714,"Fraser Estuary - Harlock Island - 555704647"
"MPA_CAN",715,"Fraser River Delta - 67833"
"MPA_CAN",716,"Funk Island Deep Closure - 555651693"
"MPA_CAN",717,"Funk Island Ecological Reserve - 18136"
"MPA_CAN",718,"GABRIOLA SANDS PARK - 555757984"
"MPA_CAN",719,"GARDEN BAY MARINE PARK - 555704859"
"MPA_CAN",720,"GITXAALA NII LUUTIKSM/KITKATLA CONSERVANCY - 555516202"
"MPA_CAN",721,"GOAT COVE CONSERVANCY - 555516368"
"MPA_CAN",722,"GOD'S POCKET MARINE PARK - 101645"
"MPA_CAN",723,"GOLDSTREAM PARK - 65211"
"MPA_CAN",724,"GOWLLAND TOD PARK - 101646"
"MPA_CAN",725,"GREEN INLET MARINE PARK - 555757997"
"MPA_CAN",726,"Gannet Islands Ecological Reserve - 18137"
"MPA_CAN",727,"George C. Reifel Migratory Bird Sanctuary - 65208"
"MPA_CAN",728,"Gilbert Bay Marine Protected Area - 555704311"
"MPA_CAN",729,"Gooseberry Cove Provincial Park - 65593"
"MPA_CAN",730,"Grace Islet - 555704677"
"MPA_CAN",731,"Grand Codroy Estuary - 67846"
"MPA_CAN",732,"Grand Codroy Provincial Park - 65594"
"MPA_CAN",733,"Grassy Island Nature Reserve - 555705105"
"MPA_CAN",734,"Gulf Islands National Park Reserve Of Canada - 305157"
"MPA_CAN",735,"Gully Marine Protected Area - 305214"
"MPA_CAN",736,"Gwaii Haanas National Marine Conservation Area Reserve + Haida Heritage Site - 555512150"
"MPA_CAN",737,"Gwa̲xdlala/Nala̲xdlala (Lull/Hoeya) marine refuge - 555785731"
"MPA_CAN",738,"HAKAI CONSERVATION STUDY AREA - 555757999"
"MPA_CAN",739,"HAKAI LUXVBALIS CONSERVANCY - 555516185"
"MPA_CAN",740,"HALKETT BAY MARINE PARK - 555637692"
"MPA_CAN",741,"HARMONY ISLANDS MARINE PARK - 67042"
"MPA_CAN",742,"HATHAYIM MARINE PARK [A.K.A. VON DONOP MARINE PARK] - 303207"
"MPA_CAN",743,"HELLIWELL PARK - 65221"
"MPA_CAN",744,"HESQUIAT PENINSULA PARK - 99831"
"MPA_CAN",745,"HOMATHKO ESTUARY PARK - 167356"
"MPA_CAN",746,"HUCHSDUWACHSDU NUYEM JEES/KITLOPE HERITAGE CONSERVANCY - 101721"
"MPA_CAN",747,"HUDSON ROCKS ECOLOGICAL RESERVE - 101417"
"MPA_CAN",748,"Habitat d'une espèce faunique menacée ou vulnérable Pluvier Sif. Ps-011 Dune De L'Ouest - 555643140"
"MPA_CAN",749,"Habitat d'une espèce faunique menacée ou vulnérable Pluvier Sif. Ps-012 Goulet Havre-Basques - 555643141"
"MPA_CAN",750,"Habitat d'une espèce faunique menacée ou vulnérable Pluvier Sif. Ps-027 Pointe Dune Sud - 555643142"
"MPA_CAN",751,"Habitat d'une espèce faunique menacée ou vulnérable Pluvier Sif. Ps-050 Cap Noddy Ile Brion - 555638009"
"MPA_CAN",752,"Habitat d'une espèce floristique menacée ou vulnérable de l'Alvar-de-l'Île-de-Pierre - 555567085"
"MPA_CAN",753,"Habitat d'une espèce floristique menacée ou vulnérable de l'Île-Rock - 555567066"
"MPA_CAN",754,"Habitat d'une espèce floristique menacée ou vulnérable du Marais-de-Saint-Michel-de-Bellechasse - 555567062"
"MPA_CAN",755,"Habitat d'une espèce floristique menacée ou vulnérable du Marais-de-l'Anse-Verte - 555567073"
"MPA_CAN",756,"Habitat d'une espèce floristique menacée ou vulnérable du Marais-de-l'Anse-du-Cap - 555567074"
"MPA_CAN",757,"Habitat du rat musqué Battures aux Outardes - 555567008"
"MPA_CAN",758,"Habitat du rat musqué Fl St-Laurent (Ilot Vert) - 555638002"
"MPA_CAN",759,"Habitat du rat musqué Fl St-Laurent (Île aux Canards) - 555638001"
"MPA_CAN",760,"Habitat du rat musqué Fleuve Saint-Laurent (Mare des Joncs Bleues) - 555567345"
"MPA_CAN",761,"Habitat du rat musqué Sud-Ouest du Pont Laviolette - 555567009"
"MPA_CAN",762,"Habitat du rat musqué de l'Île Dupas - 555567343"
"MPA_CAN",763,"Habitat du rat musqué de l'Île aux Sternes - 555638000"
"MPA_CAN",764,"Habitat du rat musqué de l'Île aux Vaches Nord - Fleuve Saint-Laurent - 555567298"
"MPA_CAN",765,"Habitat du rat musqué du Fleuve Saint-Laurent (Île Lapierre) - 555567286"
"MPA_CAN",766,"Habitat du rat musqué du Lac Saint-Pierre S.-E. - 555567007"
"MPA_CAN",767,"Habitat du rat musqué du Lac St-Louis (Îles de la Paix) - 555567302"
"MPA_CAN",768,"Habitat du rat musqué du fleuve Saint-Laurent (Île Saint-Ours) - 555567274"
"MPA_CAN",769,"Habitat du rat musqué du fleuve Saint-Laurent (Île Sainte-Thérèse Sud) - 555567282"
"MPA_CAN",770,"Habitat du rat musqué du fleuve Saint-Laurent (Île de Varennes) - 555567317"
"MPA_CAN",771,"Habitat du rat musqué du fleuve Saint-Laurent (Îles de Contrecoeur) - 555567004"
"MPA_CAN",772,"Habitat du rat musqué du fleuve Saint-Laurent - Île Plate - 555567294"
"MPA_CAN",773,"Habitat du rat musqué du fleuve Saint-Laurent - Île aux Boeufs - 555567285"
"MPA_CAN",774,"Habitat du rat musqué du fleuve Saint-Laurent - Île aux Liards - 555567299"
"MPA_CAN",775,"Habitat du rat musqué du fleuve Saint-Laurent - Île à l'Aigle - 555567300"
"MPA_CAN",776,"Habitat du rat musqué du fleuve Saint-Laurent le Banc de Sable - 555567320"
"MPA_CAN",777,"Habitat du rat musqué fleuve Saint-Laurent (Baie des Îlets) - 555567284"
"MPA_CAN",778,"Habitat du rat musqué fleuve Saint-Laurent. - Île Girodeau la Traverse - 306943"
"MPA_CAN",779,"Hampton Marsh - 555784516"
"MPA_CAN",780,"Hannah Bay Bird Sanctuary - 19963"
"MPA_CAN",781,"Hare Bay Islands Ecological Reserve - 18138"
"MPA_CAN",782,"Hatton Basin Conservation Area - 555651713"
"MPA_CAN",783,"Hawke Channel Closure - 555651714"
"MPA_CAN",784,"Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Areas - 555637782"
"MPA_CAN",785,"Holland Natural Area (Little Courtin Island) - 555515524"
"MPA_CAN",786,"Hopedale Saddle Closure - 555651717"
"MPA_CAN",787,"Héronnière de l'Île Brulée - 555744582"
"MPA_CAN",788,"Héronnière de l'Île du Petit Caouis - 308449"
"MPA_CAN",789,"Héronnière des Îlets Boises - 555744609"
"MPA_CAN",790,"Hənʎəmdᶻi Məkola / YORKE ISLAND CONSERVANCY - 555758002"
"MPA_CAN",791,"Ikattuaq Migratory Bird Sanctuary - 13401"
"MPA_CAN",792,"Isle Haute - 555758031"
"MPA_CAN",793,"Ivvavik National Park Of Canada - 100672"
"MPA_CAN",794,"JACKSON NARROWS MARINE PARK - 67043"
"MPA_CAN",795,"JEDEDIAH ISLAND MARINE PARK - 101651"
"MPA_CAN",796,"JESSE FALLS PROTECTED AREA - 555516397"
"MPA_CAN",797,"JUAN DE FUCA PARK - 101679"
"MPA_CAN",798,"Jacques-Cartier Strait Sponge Conservation Area - 555651718"
"MPA_CAN",799,"Jordan Basin Conservation Area - 555651719"
"MPA_CAN",800,"K'DISTSAUSK/TURTLE POINT CONSERVANCY - 555516392"
"MPA_CAN",801,"K'NABIYAAXL/ASHDOWN CONSERVANCY - 555516359"
"MPA_CAN",802,"K'UUNA GWAAY CONSERVANCY - 555557367"
"MPA_CAN",803,"K'WAAL CONSERVANCY - 555516394"
"MPA_CAN",804,"KAMDIS CONSERVANCY - 555557361"
"MPA_CAN",805,"KENNEDY ISLAND CONSERVANCY - 555516380"
"MPA_CAN",806,"KHUTZEYMATEEN INLET CONSERVANCY - 555516381"
"MPA_CAN",807,"KHUTZEYMATEEN INLET WEST CONSERVANCY - 555516376"
"MPA_CAN",808,"KHUTZEYMATEEN PARK [A.K.A. KHUTZEYMATEEN/K'TZIM-A-DEEN GRIZZLY SANCTUARY] - 99840"
"MPA_CAN",809,"KILBELLA ESTUARY CONSERVANCY - 555704854"
"MPA_CAN",810,"KIMSQUIT ESTUARY CONSERVANCY - 555516370"
"MPA_CAN",811,"KITSON ISLAND MARINE PARK - 555758049"
"MPA_CAN",812,"KLEWNUGGIT INLET MARINE PARK - 99749"
"MPA_CAN",813,"KSGAXL/STEPHENS ISLAND CONSERVANCY - 555516389"
"MPA_CAN",814,"KSI X' ANMAAS CONSERVANCY - 555516382"
"MPA_CAN",815,"KSI XTS'AT'KW/STAGOO CONSERVANCY - 555516365"
"MPA_CAN",816,"KTISGAIDZ/MACDONALD BAY CONSERVANCY - 555516385"
"MPA_CAN",817,"KTS'MKTA'ANI/UNION LAKE CONSERVANCY - 555516383"
"MPA_CAN",818,"KUNXALAS CONSERVANCY - 555557365"
"MPA_CAN",819,"KWATNA ESTUARY CONSERVANCY - 555516371"
"MPA_CAN",820,"Kaskatamagan Wildlife Management Area - 555516058"
"MPA_CAN",821,"Kendall Island Migratory Bird Sanctuary - 13390"
"MPA_CAN",822,"Knob and Round Islands Conservation Lands - 555784337"
"MPA_CAN",823,"Kouchibouguac National Park Of Canada - 632"
"MPA_CAN",824,"LANZ AND COX ISLANDS PARK - 303212"
"MPA_CAN",825,"LARCOM LAGOON CONSERVANCY - 65097"
"MPA_CAN",826,"LAWN POINT PARK - 305170"
"MPA_CAN",827,"LAX KA'GAAS/CAMPANIA CONSERVANCY - 555704855"
"MPA_CAN",828,"LAX KUL NII LUUTIKSM/BONILLA CONSERVANCY - 555516197"
"MPA_CAN",829,"LAX KWAXL/DUNDAS AND MELVILLE ISLANDS CONSERVANCY - 555516378"
"MPA_CAN",830,"LAX KWIL DZIIDZ/FIN CONSERVANCY - 555516363"
"MPA_CAN",831,"LOWE INLET MARINE PARK - 99751"
"MPA_CAN",832,"LUCY ISLANDS CONSERVANCY - 555516258"
"MPA_CAN",833,"Laurentian Channel Marine Protected Area - 555704308"
"MPA_CAN",834,"Lawn Bay Ecological Reserve - 555515511"
"MPA_CAN",835,"Les Demoiselles nursery (Plaisance Bay) Magdalen Islands Closure - 555651689"
"MPA_CAN",836,"Lobster Area Closure (Gander Bay) - 555651721"
"MPA_CAN",837,"Lobster Area Closure (Glovers Harbour) - 555651724"
"MPA_CAN",838,"Lobster Area Closure (Gooseberry Island) - 555651725"
"MPA_CAN",839,"Lobster Area Closure (Mouse Island) - 555651723"
"MPA_CAN",840,"Lobster Area Closure (Penguin Islands) - 555651726"
"MPA_CAN",841,"Lobster Area Closure (Shoal Point) - 555651720"
"MPA_CAN",842,"Lobster Area Closure (Trout River) - 555651722"
"MPA_CAN",843,"MAHPAHKUM-AHKWUNA/DESERTERS-WALKER CONSERVANCY - 555516200"
"MPA_CAN",844,"MANSONS LANDING PARK - 555704858"
"MPA_CAN",845,"MANZANITA COVE CONSERVANCY - 555516259"
"MPA_CAN",846,"MAQUINNA MARINE PARK - 65277"
"MPA_CAN",847,"MARBLE RIVER PARK - 101659"
"MPA_CAN",848,"MAXTAKTSM'AA/UNION PASSAGE CONSERVANCY - 555704852"
"MPA_CAN",849,"MIRACLE BEACH PARK - 555758101"
"MPA_CAN",850,"MITLENATCH ISLAND NATURE PARK - 4189"
"MPA_CAN",851,"MONCKTON NII LUUTIKSM CONSERVANCY - 555516364"
"MPA_CAN",852,"MONTAGUE HARBOUR MARINE PARK - 13100"
"MPA_CAN",853,"MUQQIWN/BROOKS PENINSULA PARK - 101598"
"MPA_CAN",854,"Machias Seal Island Migratory Bird Sanctuary - 19313"
"MPA_CAN",855,"Magdalen Islands Lagoons Closures (6 Overlapping Closures) - 555651728"
"MPA_CAN",856,"Malpeque Bay - 67854"
"MPA_CAN",857,"Mary’s Point - 67826"
"MPA_CAN",858,"McConnell River Migratory Bird Sanctuary - 13402"
"MPA_CAN",859,"Milieu naturel de conservation volontaire Boisé-de-l'île-des-Soeurs - 555744339"
"MPA_CAN",860,"Milieu naturel de conservation volontaire Commune de Baie-du-Febvre - 555744318"
"MPA_CAN",861,"Milieu naturel de conservation volontaire de l'Anse de Bellechasse (partie Estuaire - fonds dominant) - 555757847"
"MPA_CAN",862,"Milieu naturel de conservation volontaire de l'archipel du Petit et du Gros Pèlerins - 555744323"
"MPA_CAN",863,"Milieu naturel de conservation volontaire de la Pointe-Saint-Pierre (partie Service canadien de la faune) - 555758194"
"MPA_CAN",864,"Milieu naturel de conservation volontaire Île de la Traverse - 555744290"
"MPA_CAN",865,"Milieu naturel de conservation volontaire Île-Saint-Barnabé - 555744306"
"MPA_CAN",866,"Miramichi Bay Closure - 555651730"
"MPA_CAN",867,"Mistaken Point - 555622046"
"MPA_CAN",868,"Montague Wildlife Management Area - 555515587"
"MPA_CAN",869,"Moose River Migratory Bird Sanctuary - 18682"
"MPA_CAN",870,"Morell River Conservation Zone - 555758119"
"MPA_CAN",871,"Musquash Estuary Marine Protected Area - 555512156"
"MPA_CAN",872,"Musquodoboit Harbour - 67851"
"MPA_CAN",873,"Musquodoboit Harbour Conservation Lands - 555695864"
"MPA_CAN",874,"NAIKOON PARK - 4184"
"MPA_CAN",875,"NANG XALDANGAAS CONSERVANCY - 555557360"
"MPA_CAN",876,"NCC Fee Simple Property (120008) - 555784895"
"MPA_CAN",877,"NCC Fee Simple Property (120015) - 555784901"
"MPA_CAN",878,"NCC Fee Simple Property (120018) - 555784904"
"MPA_CAN",879,"NCC Fee Simple Property (120019) - 555784905"
"MPA_CAN",880,"NCC Fee Simple Property (120020) - 555784906"
"MPA_CAN",881,"NCC Fee Simple Property (120050) - 555784928"
"MPA_CAN",882,"NCC Fee Simple Property (120051) - 555784929"
"MPA_CAN",883,"NCC Fee Simple Property (120052) - 555784930"
"MPA_CAN",884,"NCC Fee Simple Property (120053) - 555784931"
"MPA_CAN",885,"NCC Fee Simple Property (120054) - 555784932"
"MPA_CAN",886,"NCC Fee Simple Property (120056) - 555784934"
"MPA_CAN",887,"NCC Fee Simple Property (120134) - 555785079"
"MPA_CAN",888,"NCC Fee Simple Property (120137) - 555785081"
"MPA_CAN",889,"NCC Fee Simple Property (120191) - 555785088"
"MPA_CAN",890,"NCC Fee Simple Property (120262) - 555784953"
"MPA_CAN",891,"NCC Fee Simple Property (120275) - 555784957"
"MPA_CAN",892,"NCC Fee Simple Property (120287) - 555784959"
"MPA_CAN",893,"NCC Fee Simple Property (120288) - 555784960"
"MPA_CAN",894,"NCC Fee Simple Property (141226) - 555785208"
"MPA_CAN",895,"NCC Fee Simple Property (141376) - 555784977"
"MPA_CAN",896,"NCC Fee Simple Property (141486) - 555784980"
"MPA_CAN",897,"NCC Fee Simple Property (141533) - 555785210"
"MPA_CAN",898,"NCC Fee Simple Property (141578) - 555785211"
"MPA_CAN",899,"NCC Fee Simple Property (142194) - 555785015"
"MPA_CAN",900,"NUCHATLITZ PARK - 101705"
"MPA_CAN",901,"Nagwichoo tshik - 555651802"
"MPA_CAN",902,"Nanaimo River Estuary - 555785614"
"MPA_CAN",903,"Nanaimo River Estuary - Canada Cement - 555704778"
"MPA_CAN",904,"Nanaimo River Estuary - Dallas (Parcel A) - 555704779"
"MPA_CAN",905,"Nanaimo River Estuary - Duke Point (Indian Reserve) - 555704776"
"MPA_CAN",906,"Nanaimo River Estuary - Duke Point Addition - 555704782"
"MPA_CAN",907,"Nanaimo River Estuary - Nanaimo Island - 555704781"
"MPA_CAN",908,"Nanuit Itillinga National Wildlife Area - 13115"
"MPA_CAN",909,"Neǧiƛ / NEKITE ESTUARY CONSERVANCY - 555516250"
"MPA_CAN",910,"Ninginganiq National Wildlife Area - 555516428"
"MPA_CAN",911,"Nirjutiqarvik National Wildlife Area - 304997"
"MPA_CAN",912,"North of Bennett Bank Coral Conservation Area - 555651685"
"MPA_CAN",913,"Northeast Channel Coral Conservation Area (Restricted Bottom Fisheries Zone) - 555651731"
"MPA_CAN",914,"Northeast Newfoundland Slope Closure - 555651732"
"MPA_CAN",915,"Nıchı̀ıtsı̀ı dı̀nıınlee - 555651797"
"MPA_CAN",916,"OAK BAY ISLANDS ECOLOGICAL RESERVE - 18394"
"MPA_CAN",917,"OCTOPUS ISLANDS MARINE PARK - 18504"
"MPA_CAN",918,"OLIVER COVE MARINE PARK - 555758167"
"MPA_CAN",919,"OWYACUMISH RIVER PARK - 555516356"
"MPA_CAN",920,"Offshore Pacific Seamounts and Vents Closure - 555651733"
"MPA_CAN",921,"PARKSVILLE-QUALICUM BEACH WILDLIFE MANAGEMENT AREA - 555516292"
"MPA_CAN",922,"PENROSE ISLAND MARINE PARK - 67050"
"MPA_CAN",923,"PHILLIPS ESTUARY / ᕈNacinuxᵂ CONSERVANCY - 555516372"
"MPA_CAN",924,"PIRATES COVE MARINE PARK - 13107"
"MPA_CAN",925,"PLUMPER COVE MARINE PARK - 13103"
"MPA_CAN",926,"PORTEAU COVE PARK - 555758200"
"MPA_CAN",927,"PRINCESS LOUISA MARINE PARK - 13101"
"MPA_CAN",928,"Pacific Rim National Park Reserve Of Canada - 628"
"MPA_CAN",929,"Parc marin du Saguenay - Saint-Laurent - 555567527"
"MPA_CAN",930,"Parc marin du Saguenay-Saint-Laurent - 555637887"
"MPA_CAN",931,"Parc national Anticosti - 555705081"
"MPA_CAN",932,"Parc national Kuururjuaq - 555705060"
"MPA_CAN",933,"Parc national Tursujuq - 555705053"
"MPA_CAN",934,"Parc national de Miguasha - 198294"
"MPA_CAN",935,"Parc national de Miguasha - 555705084"
"MPA_CAN",936,"Parc national de l'Île-Bonaventure-et-du-Rocher-Percé - 555705085"
"MPA_CAN",937,"Parc national du Bic - 555705086"
"MPA_CAN",938,"Parc national du Canada Forillon - 555704306"
"MPA_CAN",939,"Parent Bank Sponge Conservation Area - 555651734"
"MPA_CAN",940,"Pingo Canadian Landmark - 555637699"
"MPA_CAN",941,"Pokeshaw - 555593200"
"MPA_CAN",942,"Polar Bear Pass - 67835"
"MPA_CAN",943,"Port Hebert Migratory Bird Sanctuary - 39501"
"MPA_CAN",944,"Port Joli Conservation Lands - 555695814"
"MPA_CAN",945,"Port Joli Migratory Bird Sanctuary - 18178"
"MPA_CAN",946,"Portage Island National Wildlife Area - 18179"
"MPA_CAN",947,"Poverty Beach Sand Dunes Natural Area - 555515513"
"MPA_CAN",948,"Prince Leopold Island Migratory Bird Sanctuary - 19961"
"MPA_CAN",949,"Princess Louisa Inlet - 555715736"
"MPA_CAN",950,"QUATSE ESTUARY WILDLIFE MANAGEMENT AREA - 555704856"
"MPA_CAN",951,"QUATSINO PARK - 101666"
"MPA_CAN",952,"QWIQUALLAAQ/BOAT BAY CONSERVANCY - 555516213"
"MPA_CAN",953,"Qaqsauqtuuq Migratory Bird Sanctuary - 13400"
"MPA_CAN",954,"Qaqulluit National Wildlife Area - 555516429"
"MPA_CAN",955,"Qausuittuq National Park Of Canada - 555621660"
"MPA_CAN",956,"Quttinirpaaq National Park Of Canada - 13396"
"MPA_CAN",957,"RACE ROCKS ECOLOGICAL RESERVE - 18398"
"MPA_CAN",958,"RAFT COVE PARK - 67052"
"MPA_CAN",959,"RATHTREVOR BEACH PARK - 65371"
"MPA_CAN",960,"REBECCA SPIT MARINE PARK - 13109"
"MPA_CAN",961,"RENDEZVOUS ISLAND SOUTH PARK - 167502"
"MPA_CAN",962,"ROBERTS BANK WILDLIFE MANAGEMENT AREA - 555593252"
"MPA_CAN",963,"ROBSON BIGHT (MICHAEL BIGG) ECOLOGICAL RESERVE - 18401"
"MPA_CAN",964,"ROCK BAY MARINE PARK - 555704849"
"MPA_CAN",965,"ROSCOE BAY PARK - 67054"
"MPA_CAN",966,"ROSE ISLETS ECOLOGICAL RESERVE - 18402"
"MPA_CAN",967,"ROSE SPIT ECOLOGICAL RESERVE - 18403"
"MPA_CAN",968,"RUGGED POINT MARINE PARK - 67055"
"MPA_CAN",969,"Refuge d'oiseaux de Betchouane - 555704297"
"MPA_CAN",970,"Refuge d'oiseaux de Cap-Saint-Ignace - 555704292"
"MPA_CAN",971,"Refuge d'oiseaux de Gros Mécatina - 555704287"
"MPA_CAN",972,"Refuge d'oiseaux de L'Isle-Verte - 555704279"
"MPA_CAN",973,"Refuge d'oiseaux de L'Islet - 555704278"
"MPA_CAN",974,"Refuge d'oiseaux de Montmagny - 555637831"
"MPA_CAN",975,"Refuge d'oiseaux de Nicolet - 555704274"
"MPA_CAN",976,"Refuge d'oiseaux de Saint-Augustin - 555704270"
"MPA_CAN",977,"Refuge d'oiseaux de Saint-Omer - 555704269"
"MPA_CAN",978,"Refuge d'oiseaux de Saint-Vallier - 555704268"
"MPA_CAN",979,"Refuge d'oiseaux de Trois-Saumons - 555704265"
"MPA_CAN",980,"Refuge d'oiseaux de Watshishou - 555704264"
"MPA_CAN",981,"Refuge d'oiseaux de l'Île Bonaventure et du Rocher Percé - 555704294"
"MPA_CAN",982,"Refuge d'oiseaux de l'Île aux Basques - 555704285"
"MPA_CAN",983,"Refuge d'oiseaux de l'Île aux Hérons - 555637788"
"MPA_CAN",984,"Refuge d'oiseaux de l'Île du Corossol - 555704289"
"MPA_CAN",985,"Refuge d'oiseaux de l'Île à la Brume - 555704286"
"MPA_CAN",986,"Refuge d'oiseaux de la Baie-Boatswain - 555704295"
"MPA_CAN",987,"Refuge d'oiseaux de la Baie-de-Brador - 555704293"
"MPA_CAN",988,"Refuge d'oiseaux de la Baie-des-Loups - 555704298"
"MPA_CAN",989,"Refuge d'oiseaux des rochers aux Oiseaux - 555637700"
"MPA_CAN",990,"Refuge d'oiseaux des rochers aux Oiseaux - 555704296"
"MPA_CAN",991,"Refuge d'oiseaux des Îles Sainte-Marie - 555704284"
"MPA_CAN",992,"Refuge d'oiseaux des Îles de la Paix - 555637791"
"MPA_CAN",993,"Refuge d'oiseaux des Îles de la Paix - 555704281"
"MPA_CAN",994,"Refuge faunique de Pointe-du-Lac - 555705071"
"MPA_CAN",995,"Refuge faunique de la Pointe-de-l'Est - 555705082"
"MPA_CAN",996,"Refuge faunique des Battures-de-Saint-Fulgence - 555567698"
"MPA_CAN",997,"Retreat Island Nature Reserve - 555704724"
"MPA_CAN",998,"Rollo Bay Wildlife Management Area - 67573"
"MPA_CAN",999,"Réserve aquatique projetée de Manicouagan - 555593275"
"MPA_CAN",1000,"Réserve aquatique projetée du Banc-des-Américains - 555744580"
"MPA_CAN",1001,"Réserve de biodiversité projetée Paakumshumwaau-Maatuskaau - 555705068"
"MPA_CAN",1002,"Réserve de biodiversité projetée de Kangiqsujuaq - 555705063"
"MPA_CAN",1003,"Réserve de biodiversité projetée de Quaqtaq-Kangirsuk - 555705062"
"MPA_CAN",1004,"Réserve de biodiversité projetée de l'Estuaire-des-Rivières-Koktac-et-Nauberakvik - 555705065"
"MPA_CAN",1005,"Réserve de biodiversité projetée de l'Île-aux-Lièvres - 555705054"
"MPA_CAN",1006,"Réserve de biodiversité projetée de la côte d'Harrington Harbour - 555705075"
"MPA_CAN",1007,"Réserve de biodiversité projetée du Fjord-Tursukattaq - 555705064"
"MPA_CAN",1008,"Réserve de parc national des Monts-de-Puvirnituq - 555705076"
"MPA_CAN",1009,"Réserve de parc national du Cap-Wolstenholme - 555705078"
"MPA_CAN",1010,"Réserve de territoire aux fins d'aire protégée Anticosti-Sud-Est - 555744669"
"MPA_CAN",1011,"Réserve de territoire aux fins d'aire protégée Banc Beaugé - 555744501"
"MPA_CAN",1012,"Réserve de territoire aux fins d'aire protégée Golfe-Centre - 555744499"
"MPA_CAN",1013,"Réserve de territoire aux fins d'aire protégée Honguedo-Est - 555744496"
"MPA_CAN",1014,"Réserve de territoire aux fins d'aire protégée Honguedo-Ouest - 555744498"
"MPA_CAN",1015,"Réserve de territoire aux fins d'aire protégée Jacques-Cartier - 555744495"
"MPA_CAN",1016,"Réserve de territoire aux fins d'aire protégée d'Anticosti-Est - 555744670"
"MPA_CAN",1017,"Réserve de territoire aux fins d'aire protégée de la Baie-de-Boatswain - 555744516"
"MPA_CAN",1018,"Réserve de territoire aux fins d'aire protégée du Banc Parent - 555744494"
"MPA_CAN",1019,"Réserve de territoire aux fins d'aire protégée du Banc de Bennett - 555744497"
"MPA_CAN",1020,"Réserve de territoire aux fins d'aire protégée du Marais-de-la-baie-de-Sept-Îles - 555744550"
"MPA_CAN",1021,"Réserve de territoire aux fins d'aire protégée du Talus du plateau madelinien - 555744500"
"MPA_CAN",1022,"Réserve de territoire aux fins d'aire protégée du secteur de Kamouraska - 555744503"
"MPA_CAN",1023,"Réserve de territoire aux fins d'aire protégée du secteur de Matane-Les Méchins - 555744507"
"MPA_CAN",1024,"Réserve de territoire aux fins d'aire protégée du secteur de l'Isle-aux-Grues - 555744502"
"MPA_CAN",1025,"Réserve de territoire aux fins d'aire protégée du secteur de la Haute-Côte-Nord - 555744506"
"MPA_CAN",1026,"Réserve de territoire aux fins d'aire protégée du secteur des Basques - 555744504"
"MPA_CAN",1027,"Réserve de territoire aux fins d'aire protégée du secteur du centre de l'estuaire - 555744505"
